n:time		n:relationTypes	n:relationTypesStd	n:cycles	n:patternEdges	n:patternVertices	n:matches	s:query										s:pattern																											s:conceptVarMap	s:hash
0.040756	3	0.000	0	3	4	7.435313	X0,hassubevent,X3;X0,hasprerequisite,X1;X0,causes,X2;	score_homer,hassubevent,run_to_homebase;score_homer,hasprerequisite,be_ballplayer;score_homer,causes,fan_to_cheer;	score_homer=X0,be_ballplayer=X1,fan_to_cheer=X2,run_to_homebase=X3	207d1f2f3585bdee4118b2fbd8270c3382c030716aa6449b01c39f7063a055ad
0.015455	1	0.000	0	2	3	6.894781	X0,atlocation,X1;X2,atlocation,X1;	david_rittenhouse_junior_high_school,atlocation,norristown_pennsylvania;central_norristown_historic_district,atlocation,norristown_pennsylvania;	david_rittenhouse_junior_high_school=X2,central_norristown_historic_district=X0,norristown_pennsylvania=X1	-357c795a7fd0d283f6486cc63fbbaf3c58e69ee563af20e11649ca6c1c1867c5
0.005236	3	0.000	0	3	4	4.904353	X0,partof,X1;X1,receivesaction,X2;X1,antonym,X3;	slave,receivesaction,own;no_choice_or_freedom,partof,slave;slave,antonym,master;	slave=X1,no_choice_or_freedom=X0,own=X2,master=X3	-18849ea4b01db2ac0b3387f76881debba3df66c6fda9ec41424de77fa84befa
0.003996	3	0.000	0	3	4	5.991145	X2,hassubevent,X0;X2,hasprerequisite,X3;X1,motivatedbygoal,X2;	get_job_at_restaurant,motivatedbygoal,wait_table;wait_table,hassubevent,tip;wait_table,hasprerequisite,get_pencil;	wait_table=X2,get_pencil=X3,tip=X0,get_job_at_restaurant=X1	650c4135f533ff49396d3a8f7af66c0151ee6a4a8993eb1db0e137f93f464113
0.001341	1	0.000	0	1	2	5.007765	X0,atlocation,X1;	wardleworth_railway_station,atlocation,wardleworth;	wardleworth=X1,wardleworth_railway_station=X0	-5a86d1d3b72060b4f375ede66b268a5470f93ed1cb1a5e03aed6ef13b784101a
0.002943	3	0.000	0	3	4	6.838298	X3,causes,X0;X3,hassubevent,X1;X3,motivatedbygoal,X2;	fence,causes,increase_body_temperature;fence,hassubevent,raise_hand_for_balance;fence,motivatedbygoal,enclose_seperate_outside_space;	enclose_seperate_outside_space=X2,increase_body_temperature=X0,raise_hand_for_balance=X1,fence=X3	-eebe786d8d949c70006dd39e3ec72797641340ce746fe1aabfd9fc35bbbbc6e
0.011047	1	0.000	0	3	4	7.637761	X1,atlocation,X2;X3,atlocation,X2;X0,atlocation,X2;	andrew_weisel_house,atlocation,st_charles_illinois;william_beith_house,atlocation,st_charles_illinois;st_charles_municipal_build,atlocation,st_charles_illinois;	st_charles_illinois=X2,william_beith_house=X1,andrew_weisel_house=X0,st_charles_municipal_build=X3	26f8f78de2f20bc82bd116e5d4e3b92dc2bbcf3a4b34158fb869d7a531abea88
0.002828	3	0.000	0	3	4	6.278945	X2,motivatedbygoal,X1;X2,hasprerequisite,X0;X2,causes,X3;	read_to_your_child,causes,your_child_to_learn;read_to_your_child,motivatedbygoal,it_be_fun_and_educational;read_to_your_child,hasprerequisite,learn_to_read_first;	read_to_your_child=X2,learn_to_read_first=X0,your_child_to_learn=X3,it_be_fun_and_educational=X1	3262175862e8ad503bcee66a3ef3ff4a8806da9a0cdeca27fbfe3d368b791ae6
0.002390	3	0.000	0	3	4	6.639564	X3,hascontext,X1;X2,knownfor,X1;X0,field,X1;	john_alexander_simpson,knownfor,nuclear_physic;robert_v_gentry,field,nuclear_physic;barn,hascontext,nuclear_physic;	robert_v_gentry=X0,john_alexander_simpson=X2,barn=X3,nuclear_physic=X1	26eb13172d2ee0781838e44c08ba6f11c06366e81df29e518afb60fb36cba53b
0.009571	1	0.000	0	3	4	9.986134	X1,atlocation,X0;X3,atlocation,X0;X2,atlocation,X0;	rotopouri,atlocation,northland_region;lake_waikanae,atlocation,northland_region;salt_lake_new_zealand,atlocation,northland_region;	northland_region=X0,rotopouri=X2,lake_waikanae=X1,salt_lake_new_zealand=X3	452e1994e7f64e0a47b4994ff1a0fd932b1d6b27d8f911d59a1bcdcf242138c8
0.002347	3	0.000	0	3	4	6.526312	X0,hassubevent,X3;X0,usedfor,X1;X0,hasprerequisite,X2;	write_story,hassubevent,be_inspirated;write_story,hasprerequisite,write_proposal;write_story,usedfor,entertain_reader;	write_proposal=X2,entertain_reader=X1,write_story=X0,be_inspirated=X3	-24098e66fac7dfe9cef8a2a6956d3209a12a93db55305676f5f7792c507b11e3
